Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
Microsoft Word for Windows 97-2003,doc|dot|wbk,Textual and Word Processing,NF00303,application/msword,https://download.microsoft.com/download/0/B/E/0BE8BDD7-E5E8-422A-ABFD-4342ED7AD886/Word97-2007BinaryFileFormat(doc)Specification.pdf,https://www.nationalarchives.gov.uk/PRONOM/fmt/40,https://www.loc.gov/preservation/digital/formats/fdd/fdd000509.shtml,,https://www.wikidata.org/wiki/Q63061514,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,,Moderate Risk,Transform,Transform to ODT,"The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003, but was still supported by Word through 2007. The Word 97-2003 variant of .doc was a significant change from earlier versions, based on an OLE Compound Binary file, and was consistent across Word versions 97-2003 for Windows and versions 98-2003 for Mac OS. The .doc MS Word OLE Compound Binary File Format is proprietary but covered by Microsoft's Open Specification Promise. It is recommended that this version of .doc files be retained as-is, it is an acceptable format as per NARA Transfer Guidance.",Universal Office Converter; Microsoft Word
Microsoft Word for Windows 97-2003 Template,dot,Textual and Word Processing,NF00588,,https://download.microsoft.com/download/0/B/E/0BE8BDD7-E5E8-422A-ABFD-4342ED7AD886/Word97-2007BinaryFileFormat(doc)Specification.pdf,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/45,,,https://www.wikidata.org/wiki/Q3596392,http://fileformats.archiveteam.org/wiki/DOT,,https://en.wikipedia.org/wiki/Microsoft_Word#Templates,https://docs.fileformat.com/word-processing/dot/#google_vignette,https://web.archive.org/web/20200729153106/https://fileformats.fandom.com/wiki/Microsoft_Word_97-2003_Document,,Moderate Risk,Retain,Retain,"The Microsoft Word for Windows 97-2003 Template (.dot) contains document layout settings that could be applied to Word Document (.doc) files. Template files are typically preformatted with elements such as headers, margins, and so on. The .doc format was the default format for the Microsoft Word family of word processing software from 1983-2003, but was still supported by Word through 2007. The Word 97-2003 variant of .doc was a significant change from earlier versions, based on an OLE Compound Binary file. The OLE Compound Binary 97-2003 and associated .dot format are proprietary but should be covered by Microsoft's Open Specification Promise. Since a .dot contains formatting unique to the document creator unique formatting, it is recommended to retain as-is. ","Current supported version Microsoft Word; older versions may not be supported, test on a case-by-case basis."
Microsoft Word for Windows Macro 2007-onwards (OOXML),docm,Textual and Word Processing,NF00312,application/vnd.ms-word.document.macroEnabled.12,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-docx/b839fe1f-e1ca-4fa6-8c26-5954d0abbccd,https://www.nationalarchives.gov.uk/PRONOM/fmt/523,,,https://www.wikidata.org/wiki/Q105856064,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,https://fileinfo.com/extension/docm,,Low Risk,Retain,Retain,"Microsoft Word for Windows Macro (.docm) is a version of a OOXML .docx file that contains macros or is macro-enabled. These macro files are most often created to support the creation of other files. The Microsoft Word OOXML Document (.docx) has been the default format for the Microsoft Word family of word processing software since 2007. The Office Open XML version of .docx and .docm have an open international standard, therefore, it is recommended to retain as-is.",Universal Office Converter; Microsoft Word
Microsoft Word Macro-enabled Document Template,dotm,Textual and Word Processing,NF00589,application/vnd.ms-word.template.macroEnabled.12,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-docx/b839fe1f-e1ca-4fa6-8c26-5954d0abbccd,https://www.nationalarchives.gov.uk/PRONOM/fmt/599,,,https://www.wikidata.org/wiki/Q66711987,http://fileformats.archiveteam.org/wiki/DOTM,,https://en.wikipedia.org/wiki/Microsoft_Word#Templates,,,,Moderate Risk,Retain,Retain,"Microsoft Word for Windows Macro-Enabled Template (.dotm) contains document layout settings as well as macros that can be applied to OOXML .docx files. The Microsoft Word OOXML Document (.docx) has been the default format for the Microsoft Word family of word processing software since 2007. The Office Open XML version of .docx and .dotm have an open international standard, and .dotm files contain formatting unique to the document creator, so it is recommended to retain as-is.","Current supported version Microsoft Word; older versions may not be supported, test on a case-by-case basis."
Microsoft Word Open Office XML Template,dotx,Textual and Word Processing,NF00590,application/vnd.openxmlformats-officedocument.wordprocessingml.template,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-docx/b839fe1f-e1ca-4fa6-8c26-5954d0abbccd,https://www.nationalarchives.gov.uk/PRONOM/fmt/597,,,https://www.wikidata.org/wiki/Q28600479,http://fileformats.archiveteam.org/wiki/DOTX,,https://en.wikipedia.org/wiki/Microsoft_Word#Templates,,,,Moderate Risk,Retain,Retain,"Microsoft Word for Windows Open Office Template (.dotx) contains document layout settings that can be applied to OOXML .docx files. The Microsoft Word OOXML Document (.docx) has been the default format for the Microsoft Word family of word processing software since 2007. The Office Open XML version of .docx and .dotx have an open international standard, and .dotx files contain formatting unique to the document creator, so it is recommended to retain as-is.","Current supported version Microsoft Word; older versions may not be supported, test on a case-by-case basis."
Microsoft Word unspecified version,doc,Textual and Word Processing,NF00659,application/msword,,,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Word,,https://en.wikipedia.org/wiki/Microsoft_Word,,,A number of Word files in NARA's holdings have only been identified by their extensions. NF00659 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, see specific version plan","The Microsoft Word Document (.doc) was the default format for the Microsoft Word family of word processing software from 1983-2003, but still supported by Word through version 2007. Version 1.0 was first released in 1983 with subsequent versions and updates released for DOS, Windows, Unix, and the Macintosh until 2003. The structure of .doc files changed over time from a Binary File Format to a Compound File Binary Format in 1993, and then to OLE Compound Binary file in 1997. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family. Versions of .doc before 2007 are proprietary but covered by Microsoft's Open Specification Promise. Unspecified .doc files should be identified and should follow the proposed preservation plan provided for the various .doc format variants.","LibreOffice Writer; Universal Office Converter; Current supported version of Microsoft Word - older versions may not be supported, test on a case-by-case basis."
Microsoft Works Database for DOS 1.05,wdb,Databases,NF00315,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/169,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
Microsoft Works Database for DOS 1.12,wdb,Databases,NF00316,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/170,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
Microsoft Works Database for DOS 2.0,wdb,Databases,NF00317,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/171,,,,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
Microsoft Works Database for DOS 3,wdb,Databases,NF00318,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/259,,,https://www.wikidata.org/wiki/Q63344877,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
Microsoft Works Database for DOS 3a,wdb,Databases,NF00319,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/260,,,https://www.wikidata.org/wiki/Q63391433,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
Microsoft Works Database for DOS 3b,wdb,Databases,NF00320,application/vnd.ms-works,,https://www.nationalarchives.gov.uk/PRONOM/fmt/261,,,https://www.wikidata.org/wiki/Q63391705,http://fileformats.archiveteam.org/wiki/Microsoft_Works_Database,,https://en.wikipedia.org/wiki/Microsoft_Works,,,,High Risk,Transform,Transform to CSV,"Microsoft Works was a productivity software suite developed by Microsoft, sold from 1987 to 2009. Its core functionality included a word processor, a spreadsheet and a database management system. Transformation required as the software is no longer supported by the manufacturer or sold in the marketplace.","Procure and/or develop tools. Microsoft does not provide an import filter for any version of the .wdb Works database for Excel or Access. OpenOffice can open Works files from unspecified versions for conversion. The Works Database Converter is a free converter using Java. There is also a converter based on libwps which may retrieve the main database's content but not the filters, frames, reports."
