NARA Guidance: Preferred,NARA Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Record Type/Plan(s),Is the format proprietary? ,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification? ,Has the specification been approved and published by an internationally recognized standards body? ,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available? ,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect essential characteristics?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files? ,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption? ,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking? ,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score ,Risk/Sustainability Factor Status,Number of identified files in the combined NARA holdings,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,"Feasibility: Ability to Convert (tools exist for conversion that does not alter content in unacceptable ways; NARA can perform acceptable transformations) Highest possible score=5, Lowest possible score =-5",NARA TOTAL
,,38,Low Risk,NF00176,Exchangeable Image File Format Audio 2.2,wav,Digital Audio,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,2005,-2,2014,-2,-4,38,Low Risk,32,0,-5,5,38
,,36,Low Risk,NF00177,Exchangeable Image File Format Compressed 2.0,exif,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,1997,-4,2014,-2,-6,36,Low Risk,751,0,-5,5,36
,,36,Low Risk,NF00178,Exchangeable Image File Format Compressed 2.1,exif,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,1998,-4,2014,-2,-6,36,Low Risk,51147,0.003,-5,5,36
,,36,Low Risk,NF00179,Exchangeable Image File Format Compressed 2.2,exif,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,2002,-4,2014,-2,-6,36,Low Risk,59744,0.003,-5,5,36
,,36,Low Risk,NF00180,Exchangeable Image File Format Uncompressed 2.1,exif,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,1998,-4,2014,-2,-6,36,Low Risk,356,0,-5,5,36
,,36,Low Risk,NF00181,Exchangeable Image File Format Uncompressed 2.2,exif,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,0,1,1,0,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,0,0,0,0,0,0,2002,-4,2014,-2,-6,36,Low Risk,1297,0,-5,5,36
,,-31,High Risk,NF00182,Executable file,exe,Software and Code,-1,-1,-1,-2,-1,-6,-2,-1,-1,0,-1,-5,-1,0,0,0,1,-1,-1,-2,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-8,0,0,0,-1,-1,-1,0,-1,-1,2,-1,1982,-4,1985,-4,-8,-31,High Risk,54379,0.003,-5,5,-31
,X,12,Moderate Risk,NF00183,Extended Binary Coded Decimal Interchange Code (EBCDIC),ebcdic,Structured Data,2,2,2,-1,0,5,2,-1,-1,-1,-1,-2,1,1,1,0,0,1,1,5,1,1,1,-1,2,4,2,2,4,-2,1,-2,-2,-5,1,1,0,-1,1,2,2,0,2,2,8,1963,-4,1986,-4,-8,12,Moderate Risk,18858,0.001,-5,5,12
X,,33,Low Risk,NF00184,Extensible 3D (X3D) XML 3.0,x3d; x3dz,Digital Design,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,1,0,1,3,2,2,-1,0,0,3,2004,-4,2007,-2,-6,33,Low Risk,38,0,-5,5,33
X,,33,Low Risk,NF00486,Extensible 3D XML 3.1,x3d; x3dz,Digital Design,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,1,0,1,3,2,2,-1,0,0,3,2004,-4,2007,-2,-6,33,Low Risk,38,0,-5,5,33
X,,33,Low Risk,NF00487,Extensible 3D XML 3.2,x3d; x3dz,Digital Design,2,2,2,2,2,10,0,2,2,2,2,8,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,1,0,1,3,2,2,-1,0,0,3,2004,-4,2007,-2,-6,33,Low Risk,38,0,-5,5,33
,,33,Low Risk,NF00185,eXtensible Hypertext Markup Language 1.0,xhtm; xhtml,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,-1,1,-1,0,0,-1,2,2,4,1,-2,1,-2,-2,1,0,1,1,3,2,2,2,2,2,10,2000,-4,2002,-4,-8,33,Low Risk,2769,0,-5,5,33
,,35,Low Risk,NF00186,eXtensible Hypertext Markup Language 1.1,xhtm; xhtml,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,-1,1,-1,0,0,-1,2,2,4,1,-2,1,-2,-2,1,0,1,1,3,2,2,2,2,2,10,2001,-4,2010,-2,-6,35,Low Risk,98,0,-5,5,35
X,,45,Low Risk,NF00187,eXtensible Markup Language 1.0,xml,Web Records; Software and Code; Structured Data; Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1996,-4,2008,-2,-6,45,Low Risk,29790667,1.49,-5,5,45
X,,47,Low Risk,NF00561,eXtensible Markup Language 1.1,xml,Web Records; Software and Code; Structured Data; Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2006,-2,2006,-2,-4,47,Low Risk,29790667,1.49,-5,5,47
,,44,Low Risk,NF00162,eXtensible Markup Language Document Type Definition,dtd,Web Records; Software and Code; Textual and Word Processing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,-1,1,1,0,2,3,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,2,2,10,1996,-4,2006,-2,-6,44,Low Risk,2350,0,-5,5,44
,,44,Low Risk,NF00188,eXtensible Markup Language Schema,xsd,Web Records; Software and Code; Textual and Word Processing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,-1,1,1,0,2,3,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,2,2,10,2001,-4,2012,-2,-6,44,Low Risk,7888,0,-5,5,44
,,33,Low Risk,NF00189,eXtensible Metadata Platform,xmp,Structured Data,2,2,2,2,2,10,2,2,2,2,-1,7,-1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,2,4,1,-2,1,-2,-2,1,0,0,1,2,2,2,2,0,0,6,2014,-2,2014,-2,-4,33,Low Risk,16735,0.001,-5,5,33
X,,45,Low Risk,NF00190,eXtensible Style Language 1.0,xsl; xslt,Web Records; Software and Code; Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1996,-4,2008,-2,-6,45,Low Risk,4583,0,-5,5,45
,,45,Low Risk,NF00562,eXtensible Style Language 2.0,xsl; xslt,Web Records; Software and Code; Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2001,-4,2007,-2,-6,45,Low Risk,4583,0,-5,5,45
,,49,Low Risk,NF00563,eXtensible Style Language 3.0,xsl; xslt,Web Records; Software and Code; Textual and Word Processing,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2010,-2,2017,0,-2,49,Low Risk,4583,0,-5,5,49
,,0,Moderate Risk,NF00192,FileMakerPro 7,fp7,Databases,-1,-1,2,0,0,0,-2,2,2,-1,-1,0,-1,0,0,-1,1,1,0,0,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,2,0,0,0,2,2004,-4,2006,-2,-6,0,Moderate Risk,1,0,-5,3,-2
,,-8,Moderate Risk,NF00194,FoxPro 2.0,dbf,Databases,-1,-1,-1,0,0,-3,-2,0,-1,0,-1,-4,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1992,-4,2007,-2,-6,-8,Moderate Risk,346,0,-5,3,-10
,,-8,Moderate Risk,NF00564,FoxPro 2.5,dbf,Databases,-1,-1,-1,0,0,-3,-2,0,-1,0,-1,-4,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1993,-4,2007,-2,-6,-8,Moderate Risk,346,0,-5,3,-10
,,-8,Moderate Risk,NF00565,FoxPro 2.6,dbf,Databases,-1,-1,-1,0,0,-3,-2,0,-1,0,-1,-4,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1994,-4,2007,-2,-6,-8,Moderate Risk,346,0,-5,3,-10
,,-7,Moderate Risk,NF00275,FoxPro Memo,fpt,Databases,-1,-1,-1,0,0,-3,-2,0,-1,0,-1,-4,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1994,-4,2007,-2,-6,-7,Moderate Risk,4061,0,-5,-3,-15
,,-23,High Risk,NF00196,Fractal Image File,fif,Digital Still Image,-1,-1,-1,-2,0,-5,-2,-1,-1,-1,-1,-6,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,4,-2,-2,0,-2,-6,0,0,0,-1,-1,0,0,0,0,0,0,0,-4,0,-4,-8,-23,High Risk,3,0,-5,-3,-31
,,-10,Moderate Risk,NF00197,Framework Database II,fw2,Databases,-1,-1,-1,0,0,-3,-2,0,-1,0,-1,-4,-1,0,0,-1,0,1,0,-1,1,0,0,-1,0,0,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1984,-4,1988,-4,-8,-10,Moderate Risk,2,0,-5,3,-12
X,,31,Low Risk,NF00198,Free Lossless Audio Codec (FLAC),flac,Digital Audio,2,2,-1,-1,2,4,0,2,0,2,0,4,-1,1,1,1,1,-1,1,3,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,0,2,2,8,2000,-4,2017,0,-4,31,Low Risk,31,0,-5,5,31
,,-19,High Risk,NF00470,FujiFilm RAW,raf,Digital Still Image,-1,-1,-1,-1,-1,-5,2,2,-1,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-7,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,-1,0,-1,-1,-1,-4,1998,-4,2006,-2,-6,-19,High Risk,,0,-5,5,-19
,,-4,Moderate Risk,NF00414,Generic Data File,dat,Databases,-1,-1,0,0,0,-2,-2,2,0,0,-1,-1,1,0,0,-1,1,1,0,2,0,0,0,0,0,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,-4,,-4,-8,-4,Moderate Risk,915,0,-5,-5,-14
,,-2,Moderate Risk,NF00199,Generic library linker file,lib,Software and Code,-1,-1,0,-2,2,-2,0,2,2,2,-1,5,-1,1,1,0,1,1,1,4,-1,-1,-1,0,0,-3,2,2,4,-2,0,-2,-2,-6,0,0,0,-1,-1,-1,2,-1,-1,2,1,1995,-4,2017,0,-4,-2,Moderate Risk,2198,0,-5,5,-2
X,,44,Low Risk,NF00200,Geography Markup Language,gml,GIS,2,2,2,2,2,10,2,0,2,2,2,8,1,1,1,0,0,1,1,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,1,0,2,2,2,2,2,2,10,2000,-4,2012,-2,-6,44,Low Risk,694,0,-5,5,44
X,,29,Low Risk,NF00201,Geospatial Tagged Image File Format (GeoTIFF),gtiff; tif; tiff,GIS,2,2,2,-1,2,7,2,2,0,2,2,8,-1,1,1,1,1,1,1,5,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,-1,1,1,0,2,2,0,-1,-1,2,1994,-4,2000,-4,-8,29,Low Risk,2,0,-5,5,29
,X,14,Moderate Risk,NF00202,Graphics Interchange Format 87a,gif,Digital Still Image,-1,2,2,-1,2,4,0,0,-1,2,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-2,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,2,10,1987,-4,1989,-4,-8,14,Moderate Risk,5235,0,-5,5,14
,X,26,Low Risk,NF00203,Graphics Interchange Format 89a,gif,Digital Still Image,-1,2,2,-1,2,4,2,2,-1,2,2,7,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,2,10,1989,-4,1989,-4,-8,26,Low Risk,1744946,0.087,-5,5,26
,,24,Low Risk,NF00204,GZIP,gz; tgz,Software and Code,2,2,2,-2,2,6,2,2,2,2,2,10,-1,0,1,1,1,-1,-1,0,-1,1,-1,0,0,-1,2,2,4,1,1,1,-2,1,1,1,1,1,4,-1,2,-1,2,2,4,1992,-4,2018,0,-4,24,Low Risk,110020,0.006,-5,5,24
,,-5,Moderate Risk,NF00566,Harvard Graphics Chart 3.0,ch3,Presentation and Publishing,-1,-1,2,0,0,0,-2,2,-1,-1,0,-2,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1991,-4,1995,-4,-8,-5,Moderate Risk,41,0,-5,-3,-13
,,-6,Moderate Risk,NF00206,Harvard Graphics ChartXL/Vector Graphics,cht,Presentation and Publishing,-1,-1,2,0,0,0,-2,2,-1,-1,-1,-3,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1991,-4,1995,-4,-8,-6,Moderate Risk,698,0,-5,-3,-14
,,-5,Moderate Risk,NF00205,Harvard Graphics Presentation 2.0,shw,Presentation and Publishing,-1,-1,2,0,0,0,-2,2,-1,-1,0,-2,0,0,0,-1,1,1,1,2,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1987,-4,1995,-4,-8,-5,Moderate Risk,966,0,-5,-3,-13
,,-8,Moderate Risk,NF00489,Harvard Graphics Presentation for Windows,prs; pr4,Presentation and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,-4,1995,-4,-8,-8,Moderate Risk,1275,0,-5,-3,-16
,,-8,Moderate Risk,NF00490,Harvard Graphics Show 3.0,sh3,Presentation and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,-4,1995,-4,-8,-8,Moderate Risk,0,0,-5,-3,-16
,,42,Low Risk,NF00208,Hypertext Markup Language (generic),htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1993,-4,2020,0,-4,42,Low Risk,66723121,3.336,-6,5,41
,,38,Low Risk,NF00567,Hypertext Markup Language 1.0,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1993,-4,1999,-4,-8,38,Low Risk,,0,-5,5,38
,,38,Low Risk,NF00568,Hypertext Markup Language 1.1,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1994,-4,1999,-4,-8,38,Low Risk,,0,-5,5,38
,,38,Low Risk,NF00569,Hypertext Markup Language 2.0,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1995,-4,1997,-4,-8,38,Low Risk,44,0,-5,5,38
,,38,Low Risk,NF00570,Hypertext Markup Language 3.2,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1997,-4,1999,-4,-8,38,Low Risk,450,0,-5,5,38
,,38,Low Risk,NF00571,Hypertext Markup Language 4.0,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1999,-4,2000,-4,-8,38,Low Risk,3001,0,-5,5,38
,,38,Low Risk,NF00572,Hypertext Markup Language 4.01,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1999,-4,2000,-4,-8,38,Low Risk,240,0,-5,5,38
,,44,Low Risk,NF00573,Hypertext Markup Language 5,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,2014,-2,2020,0,-2,44,Low Risk,,0,-5,5,44
,,46,Low Risk,NF00574,Hypertext Markup Language 5.1,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,2016,0,2020,0,0,46,Low Risk,,0,-5,5,46
,,46,Low Risk,NF00575,Hypertext Markup Language 5.2,htm; html,Web Records; Software and Code,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,2017,0,2020,0,0,46,Low Risk,,0,-5,5,46
,,28,Low Risk,NF00209,iCalendar,.ics; .ical; .ifb; .icalendar,Databases; Calendars,2,2,2,2,2,10,-2,2,2,2,-1,3,1,1,1,0,1,1,1,6,1,0,0,-1,2,2,2,2,4,1,1,1,1,4,1,0,0,0,1,0,2,0,0,0,2,2002,-4,2018,0,-4,28,Low Risk,8348,0,-5,-3,20
,,-12,Moderate Risk,NF00210,Icon file format,ico,Digital Still Image,-1,-1,0,-2,0,-4,2,2,2,2,0,8,0,-1,0,-1,1,1,1,1,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,0,0,0,-1,-1,0,0,0,0,0,0,1985,-4,,-4,-8,-12,Moderate Risk,13,0,-5,-3,-20
,,32,Low Risk,NF00211,Information or Setup File,info,Software and Code,2,2,0,-2,2,4,2,2,2,2,-1,7,1,1,1,1,1,1,1,7,-1,-1,-1,2,0,-1,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,1986,-4,2017,0,-4,32,Low Risk,74873,0.004,-5,5,32
,,-5,Moderate Risk,NF00212,Initial Graphics Exchange Specification 5.x,igs; iges,Digital Design,2,2,-1,-2,2,3,-2,-1,-1,0,-1,-5,-1,0,0,0,0,0,0,-1,1,1,-1,0,0,1,2,2,4,1,0,0,-2,-1,1,1,1,-1,2,0,0,0,0,0,0,1980,-4,1998,-4,-8,-5,Moderate Risk,1,0,-5,-5,-15
,,-11,Moderate Risk,NF00213,Interleaf Document,ildoc; doc,Presentation and Publishing,-1,-1,2,-2,-1,-3,-2,0,-1,2,-1,-2,0,-1,0,-1,-1,0,0,-3,1,1,1,0,0,0,2,2,4,-2,1,1,-2,-2,0,0,0,-1,-1,0,2,0,0,0,2,1985,-4,2008,-2,-6,-11,Moderate Risk,13627,0.001,-5,-5,-21
,X,30,Low Risk,NF00112,Internet Archive ARC,arc,Web Records,2,2,2,-1,2,7,2,2,2,2,2,10,0,1,0,1,1,1,-1,3,1,1,1,0,2,5,2,2,4,1,-2,-2,-2,-5,1,1,1,1,4,2,2,2,2,2,10,1996,-4,1996,-4,-8,30,Low Risk,0,0,-5,5,30
,,28,Low Risk,NF00215,Java Archive File,jar,Software and Code,2,2,2,-2,2,6,2,2,2,2,-1,7,-1,0,1,1,1,0,0,2,0,1,-1,0,0,0,2,2,4,1,1,1,1,4,0,0,0,1,1,2,2,2,0,2,8,1995,-4,2018,0,-4,28,Low Risk,6488,0,-5,5,28
,,5,Moderate Risk,NF00576,Java Class (Compiled Object Code),class,Software and Code,2,2,2,-2,2,6,0,2,-1,2,-1,2,-1,1,1,1,1,-1,0,2,-1,1,-1,2,0,1,2,2,4,-1,-2,-2,-2,-7,-1,-1,0,-1,-3,0,2,0,0,2,4,1996,-4,2020,0,-4,5,Moderate Risk,38717,0.002,-5,-5,-5
,,31,Low Risk,NF00216,Java Source Code ,java,Software and Code,2,2,2,-2,2,6,2,2,2,2,-1,7,1,1,1,1,1,1,-1,5,0,1,-1,0,0,0,2,2,4,1,1,1,1,4,0,0,0,1,1,2,2,2,0,2,8,1995,-4,2018,0,-4,31,Low Risk,6678,0,-5,5,31
,,33,Low Risk,NF00217,JavaScript,js,Software and Code,2,2,2,-2,2,6,0,2,2,2,-1,5,1,1,1,1,1,1,1,7,0,0,0,0,0,0,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,1995,-4,2020,0,-4,33,Low Risk,1501,0,-5,5,33
X,,49,Low Risk,NF00218,JavaScript Object Notation (JSON),json; txt,Structured Data,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,-1,4,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,2,10,2001,-4,2017,0,-4,49,Low Risk,14882,0.001,-5,5,49
X,X,26,Low Risk,NF00219,JPEG 2000 File Format,jp2,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,0,1,1,1,-1,-1,0,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,-1,0,0,1,0,-1,2,0,0,0,1,2000,-4,2016,0,-4,26,Low Risk,194,0,-5,5,26
,,34,Low Risk,NF00220,JPEG File Interchange Format 1.00,jpg; jpeg,Digital Still Image,2,2,2,2,2,10,2,2,-1,2,2,7,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,34,Low Risk,42282,0.002,-5,5,34
,,34,Low Risk,NF00491,JPEG File Interchange Format 1.01,jpg; jpeg,Digital Still Image,2,2,2,2,2,10,2,2,-1,2,2,7,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,34,Low Risk,130646,0.007,-5,5,34
,X,34,Low Risk,NF00492,JPEG File Interchange Format 1.02,jpg; jpeg,Digital Still Image,2,2,2,2,2,10,2,2,-1,2,2,7,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,2,-1,7,1992,-4,2013,-2,-6,34,Low Risk,705678,0.035,-5,5,34
,,19,Moderate Risk,NF00493,JPEG Raw Stream,jpg; jpeg,Digital Still Image,2,2,2,2,2,10,-2,2,2,2,2,6,-1,1,-1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,-1,-2,1,-2,-4,1,1,1,-1,2,2,2,-1,-1,-1,1,1992,-4,2013,-2,-6,19,Moderate Risk,595676,0.03,-5,5,19
,,5,Moderate Risk,NF00221,JPEG Tiled Image Pyramid (JTIP),jtip,Digital Still Image,2,-1,0,-2,-1,-2,-2,-2,-1,0,-1,-6,0,1,1,1,-1,-1,-1,0,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,1,-1,2,2,2,2,0,0,6,1994,-4,,-4,-8,5,Moderate Risk,22732,0.001,-5,5,5
X,,44,Low Risk,NF00222,Keyhole Markup Language,kml,GIS,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,1,2,0,2,0,0,0,2,2008,-2,2015,0,-2,44,Low Risk,2534,0,-5,5,44
,,44,Low Risk,NF00577,Keyhole Markup Language (Container),kmz,GIS,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,1,2,0,2,0,0,0,2,2008,-2,2015,0,-2,44,Low Risk,2534,0,-5,5,44
